customerID,Contract,tenure,MonthlyCharges,estimated_annual_revenue,predicted_churn_probability,predicted_risk_band,predicted_revenue_at_risk,retention_priority_score,priority_tier,customer_value_band,recommended_offer_type,retention_action
1918-ZBFQJ,Month-to-month,13,79.25,951.0,0.6566199023438497,High,624.45,624.45,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1024-GUALD,Month-to-month,1,24.8,297.6,0.6019821852700523,High,179.15,179.15,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4827-USJHP,Month-to-month,20,51.8,621.5999999999999,0.1919742290107419,Low,119.33,119.33,P4,Medium Value,No immediate offer,Monitor only
8167-GJLRN,Month-to-month,3,30.4,364.7999999999999,0.3646338859523527,Moderate,133.02,133.02,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
0956-SYCWG,One year,13,19.65,235.8,0.037219341528009,Low,8.78,8.78,P4,Standard Value,No immediate offer,Monitor only
8017-UVSZU,Month-to-month,40,56.6,679.2,0.1199326308893224,Low,81.46,81.46,P4,Medium Value,No immediate offer,Monitor only
7100-FQPRV,One year,43,71.9,862.8000000000001,0.0826133914986753,Low,71.28,71.28,P4,Medium Value,No immediate offer,Monitor only
2472-OVKUP,Month-to-month,6,91.0,1092.0,0.7301069494624993,High,797.28,797.28,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2984-RGEYA,Two year,69,19.75,237.0,0.0180591946340523,Low,4.28,4.28,P4,Standard Value,No immediate offer,Monitor only
9680-NIAUV,Two year,72,109.7,1316.4,0.0283254450677578,Low,37.29,37.29,P4,High Value,No immediate offer,Monitor only
2146-EGVDT,Two year,59,19.3,231.6,0.0111330478633362,Low,2.58,2.58,P4,Standard Value,No immediate offer,Monitor only
2604-IJPDU,Month-to-month,20,96.55,1158.6,0.4997602944816893,Moderate,579.02,579.02,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
9178-JHUVJ,Two year,24,24.1,289.20000000000005,0.0298157183739859,Low,8.62,8.62,P4,Standard Value,No immediate offer,Monitor only
6168-YBYNP,Month-to-month,59,111.35,1336.1999999999998,0.2392314434335117,Low,319.66,319.66,P3,High Value,No immediate offer,Monitor only
7255-SSFBC,Two year,72,112.25,1347.0,0.0430667085650108,Low,58.01,58.01,P4,High Value,No immediate offer,Monitor only
3645-DEYGF,Month-to-month,1,20.75,249.0,0.3070000866331908,Moderate,76.44,76.44,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
9323-HGFWY,One year,27,101.9,1222.8000000000002,0.2089602113535636,Low,255.52,255.52,P3,High Value,No immediate offer,Monitor only
8544-GOQSH,Month-to-month,14,80.05,960.6,0.3989959198113466,Moderate,383.28,383.28,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3363-DTIVD,Two year,71,105.55,1266.6,0.0616632356481712,Low,78.1,78.1,P4,High Value,No immediate offer,Monitor only
7018-WBJNK,Month-to-month,13,78.3,939.6,0.4520665546260937,Moderate,424.76,424.76,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
9142-KZXOP,Month-to-month,44,68.85,826.1999999999999,0.2888047070181293,Moderate,238.61,238.61,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7674-YTAFD,One year,33,79.95,959.4,0.0815491832001051,Low,78.24,78.24,P4,Medium Value,No immediate offer,Monitor only
6348-SNFUS,Two year,72,55.45,665.4000000000001,0.0033156749065275,Low,2.21,2.21,P4,Medium Value,No immediate offer,Monitor only
1285-OKIPP,Month-to-month,1,79.9,958.8,0.8532081336116893,Critical,818.06,818.06,P1,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
7825-ECJRF,Month-to-month,19,106.6,1279.1999999999998,0.6233151019930165,High,797.34,797.34,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1347-KTTTA,One year,64,102.45,1229.4,0.1934788206271829,Low,237.86,237.86,P3,High Value,No immediate offer,Monitor only
7841-TZDMQ,Month-to-month,2,46.0,552.0,0.5439129442207151,High,300.24,300.24,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4195-NZGTA,Month-to-month,1,25.25,303.0,0.4929905628921359,Moderate,149.38,149.38,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7157-SMCFK,Two year,61,19.75,237.0,0.0838106546568134,Low,19.86,19.86,P4,Standard Value,No immediate offer,Monitor only
4709-LKHYG,One year,29,20.0,240.0,0.0152585087946987,Low,3.66,3.66,P4,Standard Value,No immediate offer,Monitor only
2504-DSHIH,Month-to-month,23,86.8,1041.6,0.4653733040117311,Moderate,484.73,484.73,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0699-NDKJM,Month-to-month,57,58.75,705.0,0.129787697095587,Low,91.5,91.5,P4,Medium Value,No immediate offer,Monitor only
9286-BHDQG,Two year,72,45.25,543.0,0.0294158452360458,Low,15.97,15.97,P4,Standard Value,No immediate offer,Monitor only
0230-WEQUW,Two year,66,56.6,679.2,0.0036627759924067,Low,2.49,2.49,P4,Medium Value,No immediate offer,Monitor only
2040-LDIWQ,Two year,65,84.2,1010.4,0.0115363928868003,Low,11.66,11.66,P4,High Value,No immediate offer,Monitor only
6496-JDSSB,Month-to-month,8,80.0,960.0,0.6091040799097491,High,584.74,584.74,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9408-SSNVZ,Month-to-month,4,70.15,841.8000000000001,0.5930038754117106,High,499.19,499.19,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4443-EMBNA,Two year,71,24.75,297.0,0.0060236646045382,Low,1.79,1.79,P4,Standard Value,No immediate offer,Monitor only
6469-MRVET,One year,1,20.2,242.4,0.1518194884182012,Low,36.8,36.8,P4,Standard Value,No immediate offer,Monitor only
0742-MOABM,Month-to-month,4,50.05,600.5999999999999,0.34678488864417,Moderate,208.28,208.28,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
5961-VUSRV,One year,12,19.35,232.2,0.0302038418280494,Low,7.01,7.01,P4,Standard Value,No immediate offer,Monitor only
6778-JFCMK,One year,24,50.6,607.2,0.117173444910423,Low,71.15,71.15,P4,Medium Value,No immediate offer,Monitor only
6341-JVQGF,One year,31,81.15,973.8,0.1295553377132849,Low,126.16,126.16,P4,Medium Value,No immediate offer,Monitor only
2232-DMLXU,Month-to-month,1,55.2,662.4000000000001,0.5675498656459927,High,375.95,375.95,P3,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4811-JBUVU,Month-to-month,30,89.9,1078.8000000000002,0.3092857216737457,Moderate,333.66,333.66,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0945-TSONX,Two year,47,85.3,1023.6,0.0125996688300617,Low,12.9,12.9,P4,High Value,No immediate offer,Monitor only
2651-ZCBXV,Two year,54,108.0,1296.0,0.2056976534078653,Low,266.58,266.58,P3,High Value,No immediate offer,Monitor only
3316-UWXUY,Month-to-month,50,93.5,1122.0,0.1413255401743644,Low,158.57,158.57,P3,High Value,No immediate offer,Monitor only
8937-RDTHP,Month-to-month,1,84.6,1015.2,0.681844942391393,High,692.21,692.21,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7083-MIOPC,Two year,72,20.25,243.0,0.0019801383133986,Low,0.48,0.48,P4,Standard Value,No immediate offer,Monitor only
1984-GPTEH,Month-to-month,29,25.15,301.79999999999995,0.0730800093835983,Low,22.06,22.06,P4,Standard Value,No immediate offer,Monitor only
1251-KRREG,Month-to-month,2,54.4,652.8,0.4968720697712619,Moderate,324.36,324.36,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
0621-JFHOL,Two year,10,29.6,355.20000000000005,0.0613614453958792,Low,21.8,21.8,P4,Standard Value,No immediate offer,Monitor only
9903-LYSAB,Month-to-month,18,73.15,877.8000000000001,0.4630546011697719,Moderate,406.47,406.47,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0094-OIFMO,Month-to-month,11,95.0,1140.0,0.748863195264436,High,853.7,853.7,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9227-UAQFT,Two year,16,19.75,237.0,0.0194841296343844,Low,4.62,4.62,P4,Standard Value,No immediate offer,Monitor only
7301-ABVAD,Two year,72,86.6,1039.1999999999998,0.0019150580346838,Low,1.99,1.99,P4,High Value,No immediate offer,Monitor only
6614-FHDBO,Two year,72,109.2,1310.4,0.0604506918182869,Low,79.21,79.21,P4,High Value,No immediate offer,Monitor only
7576-ASEJU,One year,41,74.7,896.4000000000001,0.1054662948791065,Low,94.54,94.54,P4,Medium Value,No immediate offer,Monitor only
9058-HRZSV,Month-to-month,65,94.4,1132.8000000000002,0.1279544312665211,Low,144.95,144.95,P4,High Value,No immediate offer,Monitor only
4522-AKYLR,Month-to-month,13,54.8,657.5999999999999,0.2149029968317763,Low,141.32,141.32,P4,Medium Value,No immediate offer,Monitor only
0221-WMXNQ,Month-to-month,4,75.35,904.2,0.3608272655204124,Moderate,326.26,326.26,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
0303-UNCIP,One year,41,65.0,780.0,0.1285960102000638,Low,100.3,100.3,P4,Medium Value,No immediate offer,Monitor only
9947-OTFQU,Month-to-month,15,74.4,892.8000000000001,0.6305462637192967,High,562.95,562.95,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
0322-YINQP,Month-to-month,1,48.55,582.5999999999999,0.4905171024284679,Moderate,285.78,285.78,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
0959-WHOKV,One year,42,99.0,1188.0,0.1956306253148441,Low,232.41,232.41,P3,High Value,No immediate offer,Monitor only
4075-JFPGR,One year,51,93.5,1122.0,0.1743728306590553,Low,195.65,195.65,P3,High Value,No immediate offer,Monitor only
4629-NRXKX,Month-to-month,2,70.4,844.8000000000001,0.6039707208721685,High,510.23,510.23,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
9514-JDSKI,Month-to-month,1,40.2,482.4,0.7530936843500946,Critical,363.29,363.29,P3,Standard Value,Contract conversion incentive,High-touch onboarding recovery and service review
3282-ZISZV,One year,32,83.7,1004.4,0.1281969236570751,Low,128.76,128.76,P4,High Value,No immediate offer,Monitor only
3675-YDUPJ,Month-to-month,10,19.85,238.2,0.1050684280993445,Low,25.03,25.03,P4,Standard Value,No immediate offer,Monitor only
4111-BNXIF,Two year,67,59.55,714.5999999999999,0.0422698929832649,Low,30.21,30.21,P4,Medium Value,No immediate offer,Monitor only
7017-VFHAY,Two year,61,115.1,1381.1999999999998,0.0586272249798632,Low,80.98,80.98,P4,High Value,No immediate offer,Monitor only
6655-LHBYW,One year,50,114.35,1372.1999999999998,0.1730121285311419,Low,237.41,237.41,P3,High Value,No immediate offer,Monitor only
4959-JOSRX,Month-to-month,2,44.6,535.2,0.5212055192802263,High,278.95,278.95,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
5046-NUHWD,Month-to-month,29,45.0,540.0,0.2765646353390413,Moderate,149.34,149.34,P4,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7273-TEFQD,Month-to-month,3,41.15,493.7999999999999,0.6847441315310626,High,338.13,338.13,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
3606-TWKGI,Month-to-month,13,106.9,1282.8000000000002,0.7137208636587834,High,915.56,915.56,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7529-ZDFXI,Month-to-month,57,89.85,1078.1999999999998,0.3122513299223161,Moderate,336.67,336.67,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7605-BDWDC,Two year,31,49.85,598.2,0.0174583504958987,Low,10.44,10.44,P4,Standard Value,No immediate offer,Monitor only
1950-KSVVJ,One year,45,113.3,1359.6,0.162281810291259,Low,220.64,220.64,P3,High Value,No immediate offer,Monitor only
0123-CRBRT,Two year,61,88.1,1057.1999999999998,0.0018938452688642,Low,2.0,2.0,P4,High Value,No immediate offer,Monitor only
6292-TOSSS,Two year,50,24.9,298.79999999999995,0.0240148632222212,Low,7.18,7.18,P4,Standard Value,No immediate offer,Monitor only
3197-ARFOY,Month-to-month,19,105.0,1260.0,0.5066353408012441,High,638.36,638.36,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
6323-AYBRX,Two year,59,19.35,232.2,0.1568611763220404,Low,36.42,36.42,P4,Standard Value,No immediate offer,Monitor only
7014-ZZXAW,Two year,71,24.25,291.0,0.0027087172606369,Low,0.79,0.79,P4,Standard Value,No immediate offer,Monitor only
4385-GZQXV,Month-to-month,16,94.45,1133.4,0.5904629466268635,High,669.23,669.23,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
7633-MVPUY,Two year,57,59.75,717.0,0.0241993189803813,Low,17.35,17.35,P4,Medium Value,No immediate offer,Monitor only
6366-ZGQGL,Month-to-month,1,24.8,297.6,0.5047920744259384,High,150.23,150.23,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4716-HHKQH,Month-to-month,20,107.05,1284.6,0.4363405408156142,Moderate,560.52,560.52,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
5940-AHUHD,Month-to-month,1,70.6,847.1999999999999,0.7096192060654086,High,601.19,601.19,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
6432-TWQLB,Month-to-month,5,85.4,1024.8000000000002,0.7663364021068643,Critical,785.34,785.34,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
4484-GLZOU,Month-to-month,52,105.05,1260.6,0.5575372450721405,High,702.83,702.83,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3179-GBRWV,Month-to-month,21,64.95,779.4000000000001,0.1796325609997039,Low,140.01,140.01,P4,Medium Value,No immediate offer,Monitor only
8645-KWHJO,Month-to-month,14,55.0,660.0,0.344459800916168,Moderate,227.34,227.34,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4130-MZLCC,Month-to-month,5,50.55,606.5999999999999,0.3125896977699782,Moderate,189.62,189.62,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
0314-TKOSI,Month-to-month,6,55.15,661.8,0.2207994938674129,Low,146.13,146.13,P4,Medium Value,No immediate offer,Monitor only
8229-MYEJZ,Month-to-month,10,51.2,614.4000000000001,0.2276569890426748,Low,139.87,139.87,P4,Medium Value,No immediate offer,Monitor only
2080-SRCDE,Month-to-month,1,25.4,304.79999999999995,0.2129340737118644,Low,64.9,64.9,P4,Standard Value,No immediate offer,Monitor only
9577-WJVCQ,Month-to-month,68,54.45,653.4000000000001,0.0894190087584743,Low,58.43,58.43,P4,Medium Value,No immediate offer,Monitor only
9512-UIBFX,Month-to-month,18,95.15,1141.8000000000002,0.4328334950526059,Moderate,494.21,494.21,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
6202-DYYFX,One year,22,76.0,912.0,0.0799863139124973,Low,72.95,72.95,P4,Medium Value,No immediate offer,Monitor only
3808-HFKDE,Month-to-month,20,44.35,532.2,0.2854064149919358,Moderate,151.89,151.89,P3,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
5583-SXDAG,Month-to-month,1,70.0,840.0,0.7788941467203767,Critical,654.27,654.27,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
3488-PGMQJ,Month-to-month,8,74.5,894.0,0.6185239414613622,High,552.96,552.96,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
3580-REOAC,Month-to-month,10,44.85,538.2,0.3316246067945834,Moderate,178.48,178.48,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7534-BFESC,Month-to-month,24,76.1,913.2,0.4852360400290458,Moderate,443.12,443.12,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3727-OWVYD,One year,35,61.2,734.4000000000001,0.0365537967546786,Low,26.85,26.85,P4,Medium Value,No immediate offer,Monitor only
2294-SALNE,One year,23,86.8,1041.6,0.0832989882955067,Low,86.76,86.76,P4,High Value,No immediate offer,Monitor only
4847-TAJYI,Month-to-month,6,89.35,1072.1999999999998,0.7353228035327629,High,788.41,788.41,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1563-IWQEX,Month-to-month,12,19.7,236.4,0.0869847918115443,Low,20.56,20.56,P4,Standard Value,No immediate offer,Monitor only
8203-XJZRC,Month-to-month,1,20.25,243.0,0.2955383736714974,Moderate,71.82,71.82,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
6556-DBKZF,Two year,71,76.05,912.6,0.0916776420355889,Low,83.67,83.67,P4,Medium Value,No immediate offer,Monitor only
6851-WEFYX,Month-to-month,35,100.8,1209.6,0.5749771609957606,High,695.49,695.49,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
